,sensor_error,magnet_error
0,0.0434918007300846,0.0
1,0.043489973970340254,0.0039554658556687555
2,0.043489383694254556,0.0727581471563415
3,0.04340576895866735,0.41319757444643274
4,0.04332419201344328,1.0265961442165168
5,0.043163459684369486,1.9098857243860166
6,0.04287440168420283,3.0654911831595673
7,0.04264354610813444,4.490093256401438
8,0.0423491330386791,6.180834146070219
9,0.041972729549444726,8.132264681765252
10,0.0415435806553762,10.33640008763777
11,0.04113399840207701,12.78771328896788
12,0.04059305470276281,15.468662100732232
13,0.04008189487710685,18.367523354132327
14,0.039460066110209885,21.465101981029836
15,0.038782506240751635,24.746690640927742
16,0.03814993683862075,28.18915090215859
17,0.03745001790379704,31.78101588637809
18,0.03669916317848056,35.498774704155636
19,0.03601238630407217,39.333520416796496
20,0.03519494677587052,43.27267724905336
21,0.034350634830120685,47.30741852542587
22,0.033585830774697324,51.43570581394697
23,0.03272539423756304,55.649034390058425
24,0.03184980124686397,59.947319361283036
25,0.030982401867060437,64.31488790701701
26,0.030138014579954565,68.73832183495327
27,0.02919880925057783,73.18798097021134
28,0.028311389386437007,77.63773991921377
29,0.027526475110499705,82.05577115354137
30,0.026681739748800126,86.4036149003993
31,0.025806034986313845,90.64538052460114
32,0.025035632316273256,94.7379182852129
33,0.02436887590244663,98.64582660109859
34,0.02372017577715664,102.34974289712112
35,0.023160862926747815,105.82510640980911
36,0.022994506620817045,107.47004961949172
37,0.022550848949091127,110.57427444088836
38,0.02220444007977677,113.42520867894535
39,0.02193039686347207,116.03439681176329
40,0.021705093660731475,118.41242058206733
41,0.02150767112143284,120.58061128833764
42,0.021450329670630323,121.59300150965555
43,0.02140632130241081,123.4951294359498
44,0.02134541237268242,125.26377227258699
45,0.021363627174422428,126.93076209295667
46,0.02144418693552916,128.5317671746549
47,0.021560446578884503,129.32124704675869
48,0.021643220983792122,130.87896163537008
49,0.02188857128335676,132.45211429290575
50,0.022140098677707887,134.060795618926
51,0.022274965752374233,134.88507681489108
52,0.022588618772565867,136.57218068805153
53,0.022900872046982487,138.31958654557627
54,0.023299630319766264,140.12363722739127
55,0.023545200988159848,125.23710531900788
56,0.02303777038524009,127.4720091238578
57,0.022527194416420093,129.75316321316785
58,0.02222133966057541,130.90563551551557
59,0.021782084563456823,133.2179185668538
60,0.02136693218735131,135.53062714518416
61,0.021127459204550978,136.6804215526374
62,0.020821367322119488,138.95307198169004
63,0.02052493831033392,141.1731797224958
64,0.02034426480346501,142.25906316038646
65,0.020183928410447586,144.36995497693022
66,0.020051116868283935,146.39158414191695
67,0.019996623634852943,147.30082066176885
68,0.01977221396231883,147.88275967655832
69,0.01984773205469086,148.08075657759287
